,Parcel Number,Number of Rooms,Property Area,Total Taxable Value
3469,0253T337N,0.0,322.0,1200.0
3470,0253T338N,0.0,322.0,1200.0
3471,0253T339N,0.0,322.0,1200.0
3472,0253T340N,0.0,322.0,1200.0
3473,0253T341N,0.0,322.0,1200.0
3474,0253T342N,0.0,322.0,1200.0
3475,0253T343N,0.0,322.0,1200.0
3476,0253T344N,0.0,322.0,1200.0
3477,0253T345N,0.0,322.0,1200.0
3478,0253T346N,0.0,322.0,1200.0
3479,0253T347N,0.0,322.0,1200.0
3480,0253T348N,0.0,322.0,1200.0
3481,0253T349N,0.0,322.0,1200.0
3482,0253T350N,0.0,322.0,1200.0
3483,0253T351N,0.0,322.0,1200.0
3484,0253T352N,0.0,322.0,1200.0
3485,0253T353N,0.0,322.0,1200.0
3486,0253T354N,0.0,322.0,1200.0
3487,0253T355N,0.0,322.0,1200.0
3488,0253T356N,0.0,322.0,1200.0
3489,0253T357N,0.0,322.0,1200.0
3490,0253T358N,0.0,322.0,1200.0
3491,0253T359N,0.0,322.0,1200.0
3492,0253T360N,0.0,322.0,1200.0
3493,0253T362N,0.0,322.0,1200.0
3494,0253T363N,0.0,322.0,1200.0
3495,0253T364N,0.0,322.0,1200.0
3496,0253T365N,0.0,322.0,1200.0
3497,0253T366N,0.0,322.0,1200.0
3498,0253T367N,0.0,322.0,1200.0
3499,0253T368N,0.0,322.0,1200.0
3500,0253T369N,0.0,322.0,1200.0
3501,0253T370N,0.0,322.0,1200.0
3502,0253T371N,0.0,322.0,1200.0
3503,0253T372N,0.0,322.0,1200.0
3504,0253T373N,0.0,322.0,1200.0
3505,0253T374N,0.0,322.0,1200.0
3506,0253T375N,0.0,322.0,1200.0
3507,0253T376N,0.0,322.0,1200.0
3508,0253T377N,0.0,322.0,1200.0
3509,0253T378N,0.0,322.0,1200.0
3510,0253T379N,0.0,322.0,1200.0
3511,0253T380N,0.0,322.0,1200.0
3512,0253T381N,0.0,322.0,1200.0
3513,0253T382N,0.0,322.0,1200.0
3514,0253T383N,0.0,322.0,1200.0
3515,0253T384N,0.0,322.0,1200.0
3516,0253T385N,0.0,322.0,1200.0
3517,0253T386N,0.0,322.0,1200.0
3518,0253T387N,0.0,322.0,1200.0
3519,0253T388N,0.0,322.0,1200.0
3520,0253T389N,0.0,322.0,1200.0
3521,0253T390N,0.0,322.0,1200.0
3522,0253T391N,0.0,322.0,1200.0
3523,0253T392N,0.0,322.0,1200.0
3524,0253T393N,0.0,322.0,1200.0
3525,0253T394N,0.0,322.0,1200.0
3526,0253T395N,0.0,322.0,1200.0
3527,0253T396N,0.0,322.0,1200.0
3528,0253T397N,0.0,322.0,1200.0
3529,0253T398N,0.0,322.0,1200.0
3530,0253T399N,0.0,322.0,1200.0
3531,0253T400N,0.0,322.0,1200.0
3532,0253T401N,0.0,322.0,1200.0
3533,0253T402N,0.0,322.0,1200.0
3534,0253T403N,0.0,322.0,1200.0
3535,0253T404N,0.0,322.0,1200.0
3536,0253T405N,0.0,322.0,1200.0
3537,0253T406N,0.0,322.0,1200.0
3538,0253T407N,0.0,322.0,1200.0
3539,0253T408N,0.0,322.0,1200.0
3540,0253T409N,0.0,322.0,1200.0
3541,0253T410N,0.0,322.0,1200.0
3542,0253T411N,0.0,322.0,1200.0
3543,0253T412N,0.0,322.0,1200.0
3544,0253T413N,0.0,322.0,1200.0
3545,0253T414N,0.0,0.0,1200.0
3546,0253T415N,0.0,322.0,1200.0
3547,0253T416N,0.0,322.0,1200.0
3548,0253T417N,0.0,322.0,1200.0
3549,0253T418N,0.0,322.0,1200.0
3550,0253T419N,0.0,322.0,1200.0
3551,0253T420N,0.0,322.0,1200.0
3552,0253T421N,0.0,322.0,1200.0
3553,0253T422N,0.0,322.0,1200.0
3554,0253T423N,0.0,322.0,1200.0
3555,0253T424N,0.0,322.0,1200.0
3556,0253T425N,0.0,322.0,1200.0
3557,0253T426N,0.0,322.0,1200.0
3558,0253T427N,0.0,322.0,1200.0
3559,0253T428N,0.0,322.0,1200.0
3560,0253T429N,0.0,322.0,1200.0
3561,0253T430N,0.0,322.0,1200.0
3562,0253T431N,0.0,322.0,1200.0
3563,0253T432N,0.0,322.0,1200.0
3564,0253T433N,0.0,322.0,1200.0
3565,0253T434N,0.0,322.0,1200.0
3566,0253T435N,0.0,322.0,1200.0
3567,0253T436N,0.0,322.0,1200.0
3568,0253T437N,0.0,322.0,1200.0
3569,0253T438N,0.0,322.0,1200.0
3570,0253T439N,0.0,322.0,1200.0
3571,0253T440N,0.0,322.0,1200.0
3572,0253T441N,0.0,322.0,1200.0
3573,0253T442N,0.0,322.0,1200.0
3574,0253T443N,0.0,322.0,1200.0
3575,0253T444N,0.0,322.0,1200.0
3576,0253T445N,0.0,322.0,1200.0
3577,0253T446N,0.0,322.0,1200.0
3578,0253T447N,0.0,322.0,1200.0
3579,0253T448N,0.0,322.0,1200.0
3580,0253T449N,0.0,322.0,1200.0
3581,0253T450N,0.0,322.0,1200.0
3582,0253T451N,0.0,322.0,1200.0
3583,0253T452N,0.0,322.0,1200.0
3584,0253T453N,0.0,322.0,1200.0
3585,0253T454N,0.0,322.0,1200.0
3586,0253T455N,0.0,322.0,1200.0
3587,0253T456N,0.0,322.0,1200.0
3588,0253T457N,0.0,322.0,1200.0
3589,0253T458N,0.0,322.0,1200.0
3590,0253T459N,0.0,322.0,1200.0
3591,0254009,14.0,4503.0,1295215.0
3592,0254024,324.0,143673.0,39297716.0
3593,0254031,7.0,71981.0,4934634.0
3594,0254091,7.0,8502.0,4647481.5
3595,0255001,434.0,250928.0,92682172.0
3596,0255002,516.0,310000.0,68262499.0
3597,0256007,5.0,3437.0,1365439.0
3598,0256016,0.0,0.0,6020432.0
3599,0256017,2.0,18762.0,9208317.0
3600,0256018,92.0,27433.0,8654740.0
3601,0256065,80.0,18001.0,4150000.0
3602,0256T001M,0.0,0.0,3600.0
3603,0256T001P,0.0,0.0,1600.0
3604,0256T002M,0.0,0.0,3600.0
3605,0256T002P,0.0,0.0,1600.0
3606,0256T003M,0.0,0.0,3600.0
3607,0256T003P,0.0,0.0,1600.0
3608,0256T004M,0.0,0.0,3600.0
3609,0256T004P,0.0,0.0,1600.0
3610,0256T005M,0.0,0.0,3600.0
3611,0256T005P,0.0,0.0,1600.0
3612,0256T006M,0.0,0.0,3600.0
3613,0256T006P,0.0,0.0,1600.0
3614,0256T007M,0.0,0.0,3600.0
3615,0256T007P,0.0,0.0,1600.0
3616,0256T008M,0.0,0.0,3522.0
3617,0256T008P,0.0,0.0,1600.0
3618,0256T009M,0.0,0.0,3600.0
3619,0256T009P,0.0,0.0,1600.0
3620,0256T010M,0.0,0.0,3600.0
3621,0256T010P,0.0,0.0,1600.0
3622,0256T011M,0.0,0.0,3600.0
3623,0256T011P,0.0,0.0,1600.0
3624,0256T012M,0.0,0.0,3600.0
3625,0256T012P,0.0,0.0,1600.0
3626,0256T013M,0.0,0.0,3600.0
3627,0256T013P,0.0,0.0,1600.0
3628,0256T014M,0.0,0.0,3600.0
3629,0256T014P,0.0,0.0,1600.0
3630,0256T015M,0.0,0.0,3600.0
3631,0256T015P,0.0,0.0,1600.0
3632,0256T016M,0.0,0.0,3600.0
3633,0256T016P,0.0,0.0,1600.0
3634,0256T017M,0.0,0.0,3600.0
3635,0256T017P,0.0,0.0,1600.0
3636,0256T018M,0.0,0.0,3600.0
3637,0256T018P,0.0,0.0,1600.0
3638,0256T019M,0.0,0.0,3600.0
3639,0256T019P,0.0,0.0,1600.0
3640,0256T020M,0.0,0.0,3600.0
3641,0256T020P,0.0,0.0,1600.0
3642,0256T021M,0.0,0.0,3600.0
3643,0256T021P,0.0,0.0,1600.0
3644,0256T022M,0.0,0.0,3600.0
3645,0256T022P,0.0,0.0,1600.0
3646,0256T023M,0.0,0.0,3600.0
3647,0256T023P,0.0,0.0,1600.0
3648,0256T024M,0.0,0.0,3600.0
3649,0256T024P,0.0,0.0,1600.0
3650,0256T025M,0.0,0.0,3600.0
3651,0256T025P,0.0,0.0,1600.0
3652,0256T026M,0.0,0.0,3600.0
3653,0256T026P,0.0,0.0,1600.0
3654,0256T027M,0.0,0.0,3600.0
3655,0256T027P,0.0,0.0,1600.0
3656,0256T028M,0.0,0.0,3600.0
3657,0256T028P,0.0,0.0,1600.0
3658,0256T029M,0.0,0.0,3600.0
3659,0256T029P,0.0,0.0,1600.0
3660,0256T030M,0.0,0.0,3600.0
3661,0256T030P,0.0,0.0,1600.0
3662,0256T031M,0.0,0.0,3600.0
3663,0256T031P,0.0,0.0,1600.0
3664,0256T032M,0.0,0.0,3600.0
3665,0256T032P,0.0,0.0,1600.0
3666,0256T033M,0.0,0.0,3600.0
3667,0256T033P,0.0,0.0,1600.0
3668,0256T034M,0.0,0.0,3600.0
3669,0256T034P,0.0,0.0,1600.0
3670,0256T035M,0.0,0.0,3600.0
3671,0256T035P,0.0,0.0,1600.0
3672,0256T036M,0.0,0.0,3600.0
3673,0256T036P,0.0,0.0,1600.0
3674,0256T037M,0.0,0.0,3600.0
3675,0256T037P,0.0,0.0,1600.0
3676,0256T038M,0.0,0.0,3600.0
3677,0256T038P,0.0,0.0,1600.0
3678,0256T039M,0.0,0.0,3600.0
3679,0256T039P,0.0,0.0,1600.0
3680,0256T040M,0.0,0.0,3600.0
3681,0256T040P,0.0,0.0,1600.0
3682,0256T041M,0.0,0.0,3600.0
3683,0256T041P,0.0,0.0,1600.0
3684,0256T042M,0.0,0.0,3600.0
3685,0256T042P,0.0,0.0,1600.0
3686,0256T043M,0.0,0.0,3600.0
3687,0256T043P,0.0,0.0,1600.0
3688,0256T044M,0.0,0.0,3600.0
3689,0256T044P,0.0,0.0,1600.0
3690,0256T045M,0.0,0.0,3600.0
3691,0256T045P,0.0,0.0,1600.0
3692,0256T046M,0.0,0.0,3600.0
3693,0256T046P,0.0,0.0,1600.0
3694,0256T047M,0.0,0.0,3600.0
3695,0256T047P,0.0,0.0,1600.0
3696,0256T048M,0.0,0.0,3600.0
3697,0256T048P,0.0,0.0,1600.0
3698,0256T049M,0.0,0.0,3600.0
3699,0256T049P,0.0,0.0,1600.0
3700,0256T050M,0.0,0.0,3600.0
3701,0256T050P,0.0,0.0,1600.0
3702,0256T051M,0.0,0.0,3600.0
3703,0256T051P,0.0,0.0,1600.0
3704,0256T052M,0.0,0.0,3600.0
3705,0256T052P,0.0,0.0,1600.0
3706,0256T053M,0.0,0.0,3600.0
3707,0256T053P,0.0,0.0,1600.0
3708,0256T054M,0.0,0.0,3600.0
3709,0256T054P,0.0,0.0,1600.0
3710,0256T055M,0.0,0.0,3600.0
3711,0256T055P,0.0,0.0,1600.0
3712,0256T056M,0.0,0.0,3600.0
3713,0256T056P,0.0,0.0,1600.0
3714,0256T057M,0.0,0.0,3600.0
3715,0256T057P,0.0,0.0,1600.0
3716,0256T058M,0.0,0.0,3600.0
3717,0256T058P,0.0,0.0,1600.0
3718,0256T059M,0.0,0.0,3600.0
3719,0256T059P,0.0,0.0,1600.0
3720,0256T060M,0.0,0.0,3600.0
3721,0256T060P,0.0,0.0,1600.0
3722,0256T061M,0.0,0.0,3600.0
3723,0256T061P,0.0,0.0,1600.0
3724,0256T062M,0.0,0.0,3600.0
3725,0256T062P,0.0,0.0,1600.0
3726,0256T063M,0.0,0.0,3600.0
3727,0256T063P,0.0,0.0,1600.0
3728,0256T064M,0.0,0.0,3600.0
3729,0256T064P,0.0,0.0,1600.0
3730,0256T065M,0.0,0.0,3600.0
3731,0256T065P,0.0,0.0,1600.0
3732,0256T066M,0.0,0.0,3600.0
3733,0256T066P,0.0,0.0,1600.0
3734,0256T067M,0.0,0.0,3600.0
3735,0256T067P,0.0,0.0,1600.0
3736,0256T068M,0.0,0.0,3600.0
3737,0256T068P,0.0,0.0,1600.0
3738,0256T069M,0.0,0.0,3600.0
3739,0256T069P,0.0,0.0,1600.0
3740,0256T070M,0.0,0.0,3600.0
3741,0256T070P,0.0,0.0,1600.0
3742,0256T071M,0.0,0.0,3600.0
3743,0256T071P,0.0,0.0,1600.0
3744,0256T072M,0.0,0.0,3600.0
3745,0256T072P,0.0,0.0,1600.0
3746,0256T073M,0.0,0.0,3600.0
3747,0256T073P,0.0,0.0,1600.0
3748,0256T074M,0.0,0.0,3600.0
3749,0256T074P,0.0,0.0,1600.0
3750,0256T075M,0.0,0.0,3600.0
3751,0256T075P,0.0,0.0,1600.0
3752,0256T076M,0.0,0.0,3600.0
3753,0256T076P,0.0,0.0,1600.0
3754,0256T077M,0.0,0.0,3600.0
3755,0256T077P,0.0,0.0,1600.0
3756,0256T078M,0.0,0.0,3600.0
3757,0256T078P,0.0,0.0,1600.0
3758,0256T079M,0.0,0.0,3600.0
3759,0256T079P,0.0,0.0,1600.0
3760,0256T080M,0.0,0.0,3600.0
3761,0256T080P,0.0,0.0,1600.0
3762,0256T081M,0.0,0.0,3600.0
3763,0256T081P,0.0,0.0,1600.0
3764,0256T082M,0.0,0.0,3600.0
3765,0256T082P,0.0,0.0,1600.0
3766,0256T083M,0.0,0.0,3600.0
3767,0256T083P,0.0,0.0,1600.0
3768,0256T084M,0.0,0.0,3600.0
3769,0256T084P,0.0,0.0,1600.0
3770,0256T085M,0.0,0.0,3600.0
3771,0256T085P,0.0,0.0,1600.0
3772,0256T086M,0.0,0.0,2876.0
3773,0256T086P,0.0,0.0,1600.0
3774,0256T087M,0.0,0.0,3600.0
3775,0256T087P,0.0,0.0,1600.0
3776,0256T088M,0.0,0.0,3600.0
3777,0256T088P,0.0,0.0,1600.0
3778,0256T089M,0.0,0.0,3600.0
3779,0256T089P,0.0,0.0,1600.0
3780,0256T090M,0.0,0.0,3600.0
3781,0256T090P,0.0,0.0,1600.0
3782,0256T091M,0.0,0.0,3600.0
3783,0256T091P,0.0,0.0,1600.0
3784,0256T092M,0.0,0.0,3600.0
3785,0256T092P,0.0,0.0,1600.0
3786,0256T093M,0.0,0.0,3600.0
3787,0256T093P,0.0,0.0,1600.0
3788,0256T094M,0.0,0.0,3600.0
3789,0256T094P,0.0,0.0,1600.0
3790,0256T095M,0.0,0.0,3600.0
3791,0256T095P,0.0,0.0,1600.0
3792,0256T096M,0.0,0.0,3600.0
3793,0256T096P,0.0,0.0,1600.0
3794,0256T097M,0.0,0.0,3600.0
3795,0256T097P,0.0,0.0,1600.0
3796,0256T098M,0.0,0.0,3600.0
3797,0256T098P,0.0,0.0,1600.0
3798,0256T099M,0.0,0.0,3600.0
3799,0256T099P,0.0,0.0,1600.0
3800,0256T100M,0.0,0.0,3600.0
3801,0256T100P,0.0,0.0,1600.0
3802,0256T101M,0.0,0.0,3600.0
3803,0256T101P,0.0,0.0,1600.0
3804,0256T102M,0.0,0.0,3600.0
3805,0256T102P,0.0,0.0,1600.0
3806,0256T103M,0.0,0.0,3600.0
3807,0256T103P,0.0,0.0,1600.0
3808,0256T104M,0.0,0.0,3600.0
3809,0256T104P,0.0,0.0,1600.0
3810,0256T105M,0.0,0.0,3600.0
3811,0256T105P,0.0,0.0,1600.0
3812,0256T106M,0.0,0.0,3600.0
3813,0256T106P,0.0,0.0,1600.0
3814,0256T107M,0.0,0.0,3178.0
3815,0256T107P,0.0,0.0,1600.0
3816,0256T108M,0.0,0.0,3600.0
3817,0256T108P,0.0,0.0,1600.0
3818,0256T109M,0.0,0.0,3600.0
3819,0256T109P,0.0,0.0,1600.0
3820,0256T110M,0.0,0.0,3600.0
3821,0256T110P,0.0,0.0,1600.0
3822,0256T111M,0.0,0.0,3600.0
3823,0256T111P,0.0,0.0,1600.0
3824,0256T112M,0.0,0.0,3600.0
3825,0256T112P,0.0,0.0,1600.0
3826,0256T113M,0.0,0.0,3600.0
3827,0256T113P,0.0,0.0,1600.0
3828,0256T114M,0.0,0.0,3600.0
3829,0256T114P,0.0,0.0,1600.0
3830,0256T115M,0.0,0.0,3600.0
3831,0256T115P,0.0,0.0,1600.0
3832,0256T116M,0.0,0.0,3600.0
3833,0256T116P,0.0,0.0,1600.0
3834,0256T117M,0.0,0.0,3600.0
3835,0256T117P,0.0,0.0,1600.0
3836,0256T118M,0.0,0.0,3600.0
3837,0256T118P,0.0,0.0,1600.0
3838,0256T119M,0.0,0.0,3600.0
3839,0256T119P,0.0,0.0,1600.0
3840,0256T120M,0.0,0.0,3600.0
3841,0256T120P,0.0,0.0,1600.0
3842,0256T121M,0.0,0.0,3600.0
3843,0256T121P,0.0,0.0,1600.0
3844,0256T122M,0.0,0.0,3600.0
3845,0256T122P,0.0,0.0,1600.0
3846,0256T123M,0.0,0.0,3600.0
3847,0256T123P,0.0,0.0,1600.0
3848,0256T124M,0.0,0.0,3600.0
3849,0256T124P,0.0,0.0,1600.0
3850,0256T125M,0.0,0.0,3600.0
3851,0256T125P,0.0,0.0,1600.0
3852,0256T126M,0.0,0.0,3600.0
3853,0256T126P,0.0,0.0,1600.0
3854,0256T127M,0.0,0.0,3600.0
3855,0256T127P,0.0,0.0,1600.0
3856,0256T128M,0.0,0.0,3600.0
3857,0256T128P,0.0,0.0,1600.0
3858,0256T129M,0.0,0.0,3600.0
3859,0256T129P,0.0,0.0,1600.0
3860,0256T130M,0.0,0.0,3600.0
3861,0256T130P,0.0,0.0,1600.0
3862,0256T131M,0.0,0.0,3600.0
3863,0256T131P,0.0,0.0,1600.0
3864,0256T132M,0.0,0.0,3600.0
3865,0256T132P,0.0,0.0,1600.0
3866,0256T133M,0.0,0.0,3600.0
3867,0256T133P,0.0,0.0,1600.0
3868,0256T134M,0.0,0.0,3600.0
3869,0256T134P,0.0,0.0,1600.0
3870,0256T135M,0.0,0.0,3600.0
3871,0256T135P,0.0,0.0,1600.0
3872,0256T136M,0.0,0.0,3600.0
3873,0256T136P,0.0,0.0,1600.0
3874,0256T137M,0.0,0.0,3600.0
3875,0256T137P,0.0,0.0,1600.0
3876,0256T138M,0.0,0.0,3600.0
3877,0256T138P,0.0,0.0,1600.0
3878,0256T139M,0.0,0.0,3600.0
3879,0256T139P,0.0,0.0,1600.0
3880,0256T140M,0.0,0.0,3600.0
3881,0256T140P,0.0,0.0,1600.0
3882,0256T141M,0.0,0.0,3600.0
3883,0256T141P,0.0,0.0,1600.0
3884,0256T142M,0.0,0.0,3600.0
3885,0256T142P,0.0,0.0,1600.0
3886,0256T143M,0.0,0.0,3600.0
3887,0256T143P,0.0,0.0,1600.0
3888,0256T144M,0.0,0.0,3600.0
3889,0256T144P,0.0,0.0,1600.0
3890,0256T145M,0.0,0.0,3600.0
3891,0256T145P,0.0,0.0,1600.0
3892,0256T146M,0.0,0.0,3600.0
3893,0256T146P,0.0,0.0,1600.0
3894,0256T147M,0.0,0.0,3600.0
3895,0256T147P,0.0,0.0,1600.0
3896,0256T148M,0.0,0.0,3600.0
3897,0256T148P,0.0,0.0,1600.0
3898,0256T149M,0.0,0.0,3600.0
3899,0256T149P,0.0,0.0,1600.0
3900,0256T150M,0.0,0.0,3600.0
3901,0256T150P,0.0,0.0,1600.0
3902,0256T151M,0.0,0.0,3600.0
3903,0256T151P,0.0,0.0,1600.0
3904,0256T152M,0.0,0.0,3600.0
3905,0256T152P,0.0,0.0,1600.0
3906,0256T153M,0.0,0.0,3600.0
3907,0256T153P,0.0,0.0,1600.0
3908,0256T154M,0.0,0.0,3600.0
3909,0256T154P,0.0,0.0,1600.0
3910,0256T155M,0.0,0.0,3600.0
3911,0256T155P,0.0,0.0,1600.0
3912,0256T156M,0.0,0.0,3600.0
3913,0256T156P,0.0,0.0,1600.0
3914,0256T157M,0.0,0.0,3600.0
3915,0256T157P,0.0,0.0,1600.0
3916,0256T158M,0.0,0.0,3600.0
3917,0256T158P,0.0,0.0,1600.0
3918,0256T159M,0.0,0.0,3600.0
3919,0256T159P,0.0,0.0,1600.0
3920,0256T160M,0.0,0.0,3600.0
3921,0256T160P,0.0,0.0,1600.0
3922,0256T161M,0.0,0.0,3600.0
3923,0256T161P,0.0,0.0,1600.0
3924,0256T162M,0.0,0.0,3600.0
3925,0256T162P,0.0,0.0,1600.0
3926,0256T163M,0.0,0.0,3600.0
3927,0256T163P,0.0,0.0,1600.0
3928,0256T164M,0.0,0.0,3600.0
3929,0256T164P,0.0,0.0,1600.0
3930,0256T165M,0.0,0.0,3600.0
3931,0256T165P,0.0,0.0,1600.0
3932,0256T166M,0.0,0.0,3600.0
3933,0256T166P,0.0,0.0,1600.0
3934,0256T167M,0.0,0.0,3600.0
3935,0256T167P,0.0,0.0,1600.0
3936,0256T168M,0.0,0.0,3600.0
3937,0256T168P,0.0,0.0,1600.0
3938,0256T169M,0.0,0.0,3600.0
3939,0256T169P,0.0,0.0,1600.0
3940,0256T170M,0.0,0.0,3600.0
3941,0256T170P,0.0,0.0,1600.0
3942,0256T171M,0.0,0.0,3600.0
3943,0256T171P,0.0,0.0,1600.0
3944,0256T172M,0.0,0.0,3600.0
3945,0256T172P,0.0,0.0,1600.0
3946,0256T173M,0.0,0.0,3600.0
3947,0256T173P,0.0,0.0,1600.0
3948,0256T174M,0.0,0.0,3600.0
3949,0256T174P,0.0,0.0,1600.0
3950,0256T175M,0.0,0.0,3600.0
3951,0256T175P,0.0,0.0,1600.0
3952,0256T176M,0.0,0.0,3600.0
3953,0256T176P,0.0,0.0,1600.0
3954,0256T177M,0.0,0.0,3600.0
3955,0256T177P,0.0,0.0,1600.0
3956,0256T178M,0.0,0.0,3600.0
3957,0256T178P,0.0,0.0,1600.0
3958,0256T179M,0.0,0.0,3600.0
3959,0256T179P,0.0,0.0,1558.0
3960,0256T180M,0.0,0.0,3600.0
3961,0256T180P,0.0,0.0,1600.0
3962,0256T181M,0.0,0.0,3600.0
3963,0256T181P,0.0,0.0,1600.0
3964,0256T182M,0.0,0.0,3600.0
3965,0256T182P,0.0,0.0,1600.0
3966,0256T183M,0.0,0.0,3600.0
3967,0256T183P,0.0,0.0,1600.0
3968,0256T184M,0.0,0.0,3600.0
3969,0256T184P,0.0,0.0,1600.0
3970,0256T185M,0.0,0.0,3600.0
3971,0256T185P,0.0,0.0,1600.0
3972,0256T186M,0.0,0.0,3600.0
3973,0256T186P,0.0,0.0,1600.0
3974,0256T187M,0.0,0.0,3600.0
3975,0256T187P,0.0,0.0,1600.0
3976,0256T188M,0.0,0.0,3600.0
3977,0256T188P,0.0,0.0,1600.0
3978,0256T189M,0.0,0.0,3600.0
3979,0256T189P,0.0,0.0,1600.0
3980,0256T190M,0.0,0.0,3524.0
3981,0256T190P,0.0,0.0,1600.0
3982,0256T191M,0.0,0.0,3600.0
3983,0256T191P,0.0,0.0,1600.0
3984,0256T192M,0.0,0.0,3600.0
3985,0256T192P,0.0,0.0,1600.0
3986,0256T193M,0.0,0.0,3600.0
3987,0256T193P,0.0,0.0,1600.0
3988,0256T194M,0.0,0.0,3600.0
3989,0256T194P,0.0,0.0,1600.0
3990,0256T195M,0.0,0.0,3600.0
3991,0256T195P,0.0,0.0,1600.0
3992,0256T196M,0.0,0.0,3600.0
3993,0256T196P,0.0,0.0,1600.0
3994,0256T197M,0.0,0.0,3600.0
3995,0256T197P,0.0,0.0,1600.0
3996,0256T198M,0.0,0.0,3600.0
3997,0256T198P,0.0,0.0,1600.0
3998,0256T199M,0.0,0.0,3600.0
3999,0256T199P,0.0,0.0,1600.0
4000,0256T200M,0.0,0.0,3600.0
4001,0256T200P,0.0,0.0,1600.0
4002,0256T201M,0.0,0.0,3600.0
4003,0256T201P,0.0,0.0,1600.0
4004,0256T202M,0.0,0.0,3600.0
4005,0256T202P,0.0,0.0,1600.0
4006,0256T203M,0.0,0.0,3600.0
4007,0256T203P,0.0,0.0,1600.0
4008,0256T204M,0.0,0.0,3600.0
4009,0256T204P,0.0,0.0,1600.0
4010,0256T205M,0.0,0.0,3600.0
4011,0256T205P,0.0,0.0,1600.0
4012,0256T206M,0.0,0.0,3600.0
4013,0256T206P,0.0,0.0,1600.0
4014,0256T207M,0.0,0.0,3600.0
4015,0256T207P,0.0,0.0,1600.0
4016,0256T208M,0.0,0.0,3600.0
4017,0256T208P,0.0,0.0,1600.0
4018,0256T209M,0.0,0.0,3600.0
4019,0256T209P,0.0,0.0,1600.0
4020,0256T210M,0.0,0.0,3600.0
4021,0256T210P,0.0,0.0,1600.0
4022,0256T211M,0.0,0.0,3600.0
4023,0256T211P,0.0,0.0,1600.0
4024,0256T212M,0.0,0.0,3600.0
4025,0256T212P,0.0,0.0,1600.0
4026,0256T213M,0.0,0.0,3600.0
4027,0256T213P,0.0,0.0,1600.0
4028,0256T214M,0.0,0.0,3600.0
4029,0256T214P,0.0,0.0,1600.0
4030,0256T215M,0.0,0.0,3600.0
4031,0256T215P,0.0,0.0,1600.0
4032,0256T216M,0.0,0.0,3600.0
4033,0256T216P,0.0,0.0,1600.0
4034,0256T217M,0.0,0.0,3600.0
4035,0256T217P,0.0,0.0,1600.0
4036,0256T218M,0.0,0.0,3600.0
4037,0256T218P,0.0,0.0,1600.0
4038,0256T219M,0.0,0.0,3600.0
4039,0256T219P,0.0,0.0,1600.0
4040,0256T220M,0.0,0.0,3600.0
4041,0256T220P,0.0,0.0,1600.0
4042,0256T221M,0.0,0.0,3600.0
4043,0256T221P,0.0,0.0,1600.0
4044,0256T222M,0.0,0.0,3600.0
4045,0256T222P,0.0,0.0,1600.0
4046,0256T223M,0.0,0.0,3600.0
4047,0256T223P,0.0,0.0,1600.0
4048,0256T224M,0.0,0.0,3600.0
4049,0256T224P,0.0,0.0,1600.0
4050,0256T225M,0.0,0.0,3600.0
4051,0256T225P,0.0,0.0,1600.0
4052,0256T226M,0.0,0.0,3600.0
4053,0256T226P,0.0,0.0,1600.0
4054,0256T227M,0.0,0.0,3600.0
4055,0256T227P,0.0,0.0,1600.0
4056,0256T228M,0.0,0.0,3600.0
4057,0256T228P,0.0,0.0,1600.0
4058,0256T229M,0.0,0.0,3600.0
4059,0256T229P,0.0,0.0,1600.0
4060,0256T230M,0.0,0.0,3600.0
4061,0256T230P,0.0,0.0,1600.0
4062,0256T231M,0.0,0.0,3600.0
4063,0256T231P,0.0,0.0,1600.0
4064,0256T232M,0.0,0.0,3600.0
4065,0256T232P,0.0,0.0,1600.0
4066,0256T233M,0.0,0.0,3600.0
4067,0256T233P,0.0,0.0,1600.0
4068,0256T234M,0.0,0.0,3600.0
4069,0256T234P,0.0,0.0,1600.0
4070,0256T235M,0.0,0.0,3600.0
4071,0256T235P,0.0,0.0,1600.0
4072,0256T236M,0.0,0.0,3600.0
4073,0256T236P,0.0,0.0,1600.0
4074,0256T237M,0.0,0.0,3600.0
4075,0256T237P,0.0,0.0,1600.0
4076,0256T238M,0.0,0.0,3600.0
4077,0256T238P,0.0,0.0,1600.0
4078,0256T239M,0.0,0.0,3600.0
4079,0256T239P,0.0,0.0,1600.0
4080,0256T240M,0.0,0.0,3600.0
4081,0256T240P,0.0,0.0,1600.0
4082,0256T241M,0.0,0.0,3600.0
4083,0256T241P,0.0,0.0,1600.0
4084,0256T242M,0.0,0.0,3600.0
4085,0256T242P,0.0,0.0,1600.0
4086,0256T243M,0.0,0.0,3600.0
4087,0256T243P,0.0,0.0,1600.0
4088,0256T244M,0.0,0.0,3600.0
4089,0256T244P,0.0,0.0,1600.0
4090,0256T245M,0.0,0.0,3600.0
4091,0256T245P,0.0,0.0,1600.0
4092,0256T246M,0.0,0.0,3600.0
4093,0256T246P,0.0,0.0,1600.0
4094,0256T247M,0.0,0.0,3600.0
4095,0256T247P,0.0,0.0,1600.0
4096,0256T248M,0.0,0.0,3600.0
4097,0256T248P,0.0,0.0,1600.0
4098,0256T249M,0.0,0.0,3600.0
4099,0256T249P,0.0,0.0,1600.0
4100,0256T250M,0.0,0.0,3600.0
4101,0256T250P,0.0,0.0,1600.0
4102,0256T251M,0.0,0.0,3600.0
4103,0256T251P,0.0,0.0,1600.0
